152	7.99	20050707	870	198	2
153	7.99	20050801	870	282	1
154	4.99	20050820	870	500	2
155	4.99	20050616	870	371	2
156	4.99	20050707	870	254	2
157	7.99	20050801	870	138	1
158	6.99	20050821	870	179	1
159	4.99	20050619	870	141	2
160	7.99	20050709	870	584	2
161	4.99	20050730	870	293	2
162	4.99	20050818	870	130	1
163	4.99	20050615	870	306	1
164	4.99	20050708	870	367	1
165	5.99	20050729	870	541	1
166	4.99	20050820	870	323	1
167	3.99	20050528	506	129	2
168	0.99	20050619	506	56	2
169	0.99	20050709	506	403	2
170	0.99	20050729	506	374	1
171	0.99	20050819	506	368	2
172	0.99	20050731	506	453	2
173	0.99	20050818	506	409	2
174	0.99	20050709	506	166	1
175	0.99	20050728	506	185	1
176	1.99	20050818	506	66	1
177	0.99	20050707	506	247	1
178	0.99	20050802	506	264	2
179	3.99	20050822	506	219	1
180	0.99	20050802	506	356	2
181	1.99	20050818	506	164	2
182	0.99	20050528	506	421	1
183	0.99	20050617	506	106	2
184	0.99	20050708	506	362	2
185	1.99	20050731	506	560	2
186	1.99	20050820	506	80	1
187	1.99	20050615	506	411	1
188	0.99	20050710	506	403	2
189	0.99	20050729	506	149	2
190	1.99	20050817	506	96	1
191	0.99	20050726	695	80	2
192	1.99	20050820	695	102	2
193	1.99	20050616	695	575	2
194	0.99	20050710	695	194	2
195	1.99	20050729	695	122	2
196	0.99	20050822	695	496	2
197	2.99	20050529	695	305	2
198	0.99	20050615	695	484	1
199	0.99	20050707	695	456	1
200	0.99	20050730	695	485	2
201	0.99	20050819	695	444	2
202	0.99	20050530	695	339	1
203	0.99	20050619	695	53	1
204	0.99	20050710	695	117	2
205	1.99	20050728	695	244	2
206	2.99	20050820	695	194	2
207	0.99	20050731	695	441	1
208	0.99	20050823	695	572	1
209	2.99	20050619	695	45	2
210	0.99	20050706	695	382	1
211	0.99	20050802	695	305	1
212	3.99	20050819	695	569	1
213	0.99	20050619	695	498	1
214	3.99	20050709	695	187	2
215	2.99	20050728	695	445	1
216	1.99	20050819	695	178	1
217	4.99	20050731	643	243	2
218	5.99	20050822	643	254	1
219	7.99	20050728	643	325	1
220	9.99	20050823	643	481	1
221	4.99	20050801	643	139	1
222	4.99	20050822	643	533	2
223	4.99	20050712	643	311	2
224	5.99	20050729	643	442	2
225	4.99	20060214	643	332	1
226	2.99	20050528	507	580	2
227	2.99	20050617	507	81	2
228	6.99	20050711	507	121	2
229	2.99	20050802	507	494	1
230	4.99	20050823	507	111	2
231	2.99	20050527	507	13	1
232	2.99	20050619	507	103	2
233	6.99	20050707	507	87	1
234	6.99	20050801	507	568	2
235	2.99	20050820	507	505	1
236	4.99	20050706	507	328	2
237	2.99	20050730	507	74	1
238	2.99	20050820	507	291	1
239	2.99	20050727	507	258	1
240	5.99	20050823	507	143	2
241	5.99	20050709	507	305	1
242	3.99	20050729	507	50	1
243	2.99	20050818	507	597	1
244	4.99	20050615	507	79	2
245	2.99	20050707	507	581	1
246	2.99	20050801	507	41	1
247	2.99	20050817	507	331	1
248	2.99	20050731	508	385	2
249	2.99	20050822	508	333	1
250	6.99	20050618	508	337	2
251	2.99	20050709	508	499	2
252	4.99	20050802	508	593	2
253	2.99	20050818	508	416	1
254	5.99	20050525	508	256	1
255	2.99	20050617	508	564	2
256	4.99	20050705	508	476	1
257	2.99	20050802	508	422	2
258	2.99	20050817	508	412	2
259	2.99	20050708	508	76	1
260	2.99	20050728	508	254	1
261	2.99	20050818	508	258	1
262	4.99	20050801	696	507	2
263	0.99	20060214	696	410	1
264	1.99	20050708	696	396	1
265	1.99	20050801	696	591	2
266	2.99	20050821	696	495	1
267	6.99	20050729	696	500	2
268	4.99	20050820	696	575	1
269	6.99	20050728	696	450	1
270	2.99	20050821	696	137	1
271	0.99	20050529	696	253	1
272	0.99	20050618	696	9	1
273	1.99	20050710	696	421	1
274	2.99	20050802	696	520	2
275	0.99	20050820	696	76	1
276	3.99	20050617	696	412	2
277	6.99	20050710	696	93	2
278	4.99	20050731	696	332	2
279	3.99	20050820	696	525	1
280	0.99	20050528	65	591	2
281	0.99	20050617	65	239	1
282	3.99	20050712	65	599	1
283	0.99	20050728	65	64	2
284	0.99	20050820	65	266	1
285	0.99	20050529	65	89	2
286	0.99	20050619	65	221	1
287	3.99	20050707	65	259	2
288	0.99	20050727	65	303	2
289	0.99	20050823	65	437	2
290	0.99	20050707	65	10	1
291	0.99	20050729	65	117	2
292	1.99	20050821	65	119	1
293	1.99	20050728	65	155	1
294	0.99	20050818	65	434	1
295	0.99	20050619	65	592	2
296	0.99	20050707	65	299	1
297	0.99	20050731	65	462	2
298	0.99	20050822	65	106	2
299	3.99	20050709	65	113	1
300	0.99	20050728	65	496	2
301	0.99	20050819	65	191	1
302	0.99	20050802	1	40	1
303	0.99	20050818	1	62	2
304	0.99	20050620	1	287	1
305	3.99	20050709	1	55	1
306	1.99	20050730	1	578	1
307	1.99	20050821	1	176	2
308	0.99	20050528	1	15	2
309	0.99	20050620	1	511	2
310	0.99	20050711	1	253	2
311	0.99	20050728	1	447	1
312	0.99	20050821	1	336	2
313	3.99	20050801	1	562	2
314	3.99	20050821	1	153	2
315	0.99	20050616	1	356	2
316	0.99	20050705	1	97	2
317	1.99	20050730	1	94	2
318	0.99	20060214	1	537	1
319	0.99	20050619	1	243	1
320	0.99	20050712	1	444	1
321	1.99	20050729	1	148	1
322	0.99	20050817	1	565	1
323	5.99	20050618	697	315	2
324	5.99	20050710	697	463	2
325	6.99	20050728	697	106	1
326	8.99	20050817	697	476	2
327	4.99	20050617	697	318	1
328	4.99	20050708	697	245	2
329	9.99	20050730	697	59	1
330	4.99	20050823	697	38	1
331	9.99	20050730	697	524	2
332	4.99	20050817	697	575	1
333	4.99	20050526	2	50	2
334	4.99	20050615	2	157	2
335	8.99	20050707	2	396	2
336	4.99	20050801	2	394	2
337	4.99	20050822	2	402	2
338	10.99	20050525	2	389	1
339	9.99	20050619	2	134	1
340	10.99	20050712	2	425	2
341	8.99	20050730	2	117	1
342	4.99	20050823	2	157	1
343	9.99	20050707	2	6	2
344	4.99	20050802	2	490	1
345	10.99	20050818	2	526	2
346	6.99	20050617	2	328	1
347	9.99	20050711	2	50	2
348	10.99	20050802	2	191	2
349	5.99	20050818	2	267	2
350	4.99	20050706	2	413	1
351	8.99	20050730	2	350	1
352	4.99	20060214	2	440	2
353	8.99	20050727	2	168	2
354	4.99	20050819	2	214	1
355	2.99	20050615	746	213	1
356	3.99	20050708	746	124	2
357	2.99	20050729	746	298	2
358	2.99	20050820	746	415	2
359	2.99	20050620	746	299	2
360	2.99	20050712	746	397	1
361	4.99	20050727	746	10	2
362	2.99	20050821	746	429	1
363	2.99	20050617	746	543	2
364	2.99	20050709	746	360	1
365	2.99	20050801	746	559	2
366	2.99	20050822	746	290	2
367	3.99	20050728	746	496	2
368	2.99	20050819	746	237	2
369	5.99	20050731	746	367	2
370	2.99	20060214	746	402	1
371	2.99	20050710	746	522	1
372	2.99	20050731	746	421	1
373	2.99	20050819	746	502	1
374	3.99	20050801	746	436	1
375	2.99	20050818	746	363	1
376	0.99	20050615	66	554	2
377	3.99	20050708	66	33	2
378	0.99	20050728	66	63	2
379	0.99	20050820	66	234	1
380	6.99	20050616	66	173	1
381	2.99	20050707	66	343	2
382	1.99	20050728	66	432	1
383	5.99	20050618	66	296	1
384	1.99	20050705	66	580	2
385	2.99	20050802	66	112	1
386	5.99	20050820	66	570	1
387	1.99	20050531	66	520	2
388	1.99	20050620	66	255	1
389	3.99	20050710	66	410	1
390	2.99	20050727	66	226	2
391	0.99	20050817	66	199	1
392	0.99	20050530	66	493	1
393	3.99	20050617	66	107	2
394	0.99	20050709	66	592	2
395	5.99	20050730	66	510	2
396	0.99	20050817	66	463	2
397	4.99	20050620	644	572	2
398	5.99	20050710	644	287	2
399	2.99	20050727	644	288	2
400	3.99	20050819	644	191	2
401	4.99	20050730	644	551	2
402	4.99	20050822	644	154	1
403	2.99	20050620	644	128	1
404	3.99	20050709	644	322	2
405	4.99	20050731	644	182	1
406	2.99	20050821	644	387	1
407	2.99	20050616	644	123	2
408	3.99	20050706	644	235	2
409	2.99	20050731	644	522	2
410	2.99	20050819	644	562	2
411	2.99	20050706	747	141	1
412	2.99	20050727	747	542	2
413	2.99	20050823	747	561	1
414	3.99	20050619	747	255	2
415	3.99	20050706	747	283	2
416	3.99	20050801	747	274	1
417	7.99	20050821	747	420	2
418	6.99	20050528	747	508	1
419	2.99	20050619	747	303	2
420	2.99	20050711	747	182	1
421	7.99	20050731	747	437	2
422	6.99	20050823	747	343	2
423	8.99	20050730	747	224	2
424	6.99	20050818	747	451	2
425	2.99	20050710	747	545	1
426	8.99	20050801	747	341	1
427	2.99	20050819	747	283	2
428	8.99	20050527	747	380	1
429	3.99	20050619	747	421	2
430	6.99	20050712	747	533	1
431	5.99	20050727	747	321	2
432	5.99	20050821	747	291	2
433	3.99	20050529	809	53	1
434	0.99	20050620	809	300	1
435	0.99	20050710	809	52	2
436	4.99	20050802	809	414	1
437	0.99	20050818	809	128	1
438	3.99	20050526	809	458	1
439	5.99	20050621	809	361	1
440	0.99	20050710	809	502	2
441	0.99	20050729	809	178	2
442	4.99	20050822	809	263	2
443	0.99	20050619	809	46	1
444	0.99	20050710	809	375	1
445	6.99	20050801	809	113	2
446	1.99	20050819	809	356	2
447	0.99	20050531	809	265	1
448	2.99	20050621	809	67	1
449	0.99	20050710	809	396	2
450	2.99	20050729	809	132	2
451	0.99	20050817	809	246	2
452	1.99	20050708	809	312	1
453	5.99	20050727	809	377	1
454	2.99	20050823	809	19	1
455	1.99	20050617	871	345	1
456	0.99	20050712	871	280	1
457	0.99	20050801	871	142	2
458	0.99	20050820	871	487	1
459	0.99	20050707	871	74	1
460	1.99	20050731	871	284	1
461	1.99	20050817	871	305	1
462	0.99	20050729	871	310	2
463	2.99	20050817	871	89	2
464	0.99	20050616	871	236	1
465	0.99	20050709	871	29	1
466	0.99	20050801	871	574	1
467	0.99	20050819	871	177	2
468	6.99	20050525	249	103	2
469	4.99	20050617	249	342	1
470	4.99	20050710	249	323	1
471	8.99	20050730	249	244	2
472	4.99	20050821	249	318	2
473	4.99	20050528	249	378	1
474	4.99	20050619	249	523	2
475	4.99	20050708	249	83	2
476	5.99	20050729	249	288	2
477	4.99	20050822	249	405	2
478	4.99	20050527	249	233	1
479	4.99	20050617	249	325	2
480	8.99	20050712	249	44	2
481	4.99	20050731	249	435	1
482	4.99	20050822	249	274	1
483	2.99	20050531	3	167	2
484	6.99	20050615	3	403	2
485	4.99	20050710	3	90	2
486	2.99	20050731	3	237	1
487	2.99	20050820	3	136	1
488	2.99	20050531	3	446	1
489	3.99	20050619	3	533	1
490	2.99	20050706	3	460	2
491	3.99	20050727	3	188	1
492	2.99	20050821	3	486	2
493	4.99	20050616	645	40	1
494	2.99	20050706	645	131	2
495	2.99	20050801	645	197	2
496	3.99	20050817	645	586	2
497	2.99	20050527	645	168	2
498	6.99	20050616	645	337	1
499	7.99	20050706	645	165	2
500	5.99	20050802	645	556	2
501	7.99	20050822	645	357	2
502	4.99	20050525	437	397	2
503	4.99	20050616	437	69	1
504	4.99	20050706	437	486	1
505	5.99	20050730	437	466	1
506	4.99	20050822	437	303	2
507	4.99	20050616	437	586	1
508	4.99	20050710	437	117	2
509	5.99	20050730	437	407	2
510	8.99	20050819	437	293	1
511	4.99	20050709	437	147	2
512	6.99	20050802	437	328	2
513	4.99	20050819	437	502	1
514	6.99	20050709	437	150	2
515	4.99	20050727	437	483	1
516	5.99	20050823	437	442	2
517	4.99	20050531	437	60	2
518	4.99	20050618	437	279	1
519	4.99	20050708	437	321	2
520	4.99	20050802	437	285	1
521	4.99	20050821	437	61	2
522	7.99	20050530	437	527	2
523	4.99	20050620	437	596	1
524	4.99	20050711	437	561	1
525	7.99	20050802	437	462	2
526	4.99	20050817	437	329	2
527	7.99	20050707	437	542	2
528	5.99	20050729	437	136	2
529	5.99	20050823	437	443	1
530	4.99	20050709	437	64	2
531	4.99	20050728	437	73	1
532	6.99	20050822	437	509	1
533	4.99	20050727	748	42	1
534	4.99	20050823	748	192	2
535	5.99	20050620	748	416	2
536	4.99	20050708	748	43	2
537	4.99	20050731	748	65	2
538	4.99	20050823	748	369	1
539	3.99	20050801	646	537	2
540	0.99	20050819	646	183	2
541	0.99	20050730	646	522	2
542	0.99	20050820	646	139	2
543	0.99	20050528	646	154	1
544	0.99	20050616	646	161	1
545	0.99	20050712	646	412	1
546	3.99	20050802	646	338	1
547	3.99	20050817	646	15	1
548	0.99	20050617	646	151	2
549	0.99	20050709	646	83	2
550	0.99	20050729	646	403	2
551	1.99	20050817	646	521	1
552	2.99	20050729	647	381	2
553	3.99	20050822	647	289	1
554	4.99	20050616	647	544	1
555	2.99	20050709	647	284	2
556	5.99	20050730	647	522	1
557	5.99	20050822	647	130	2
558	2.99	20050710	647	570	2
559	6.99	20050728	647	193	1
560	3.99	20050817	647	275	1
561	4.99	20050616	647	476	1
562	7.99	20050710	647	21	2
563	3.99	20050731	647	56	2
564	6.99	20050820	647	414	2
565	2.99	20050615	647	190	1
566	2.99	20050710	647	46	2
567	4.99	20050730	647	30	2
568	3.99	20050819	647	216	2
569	5.99	20050615	647	140	1
570	2.99	20050706	647	305	1
571	3.99	20050729	647	356	1
572	6.99	20050822	647	373	1
573	7.99	20050706	647	513	2
574	3.99	20050730	647	90	1
575	2.99	20050818	647	466	2
576	7.99	20050802	192	215	2
577	7.99	20050818	192	177	2
578	5.99	20050617	192	308	2
579	3.99	20050710	192	67	2
580	7.99	20050801	192	223	2
581	2.99	20050819	192	380	1
582	4.99	20050802	192	248	1
583	2.99	20050821	192	496	2
584	2.99	20050712	192	517	1
585	5.99	20050731	192	564	1
586	2.99	20050823	192	249	1
587	7.99	20050727	192	310	1
588	6.99	20050822	192	237	1
589	2.99	20050615	192	178	1
590	4.99	20050712	192	398	2
591	2.99	20050802	192	364	2
592	4.99	20050821	192	385	1
593	2.99	20050618	192	48	2
594	2.99	20050708	192	425	1
595	4.99	20050802	192	33	1
596	5.99	20050817	192	472	1
597	1.99	20050712	810	473	1
598	0.99	20050727	810	52	2
599	0.99	20050818	810	76	1
600	0.99	20050727	810	477	1
601	1.99	20050819	810	588	2
602	4.99	20050616	810	251	2
603	0.99	20050707	810	239	2
604	2.99	20050728	810	277	1
605	1.99	20050820	810	56	1
606	0.99	20050727	810	178	2
607	0.99	20060214	810	156	1
608	3.99	20050525	810	554	1
609	0.99	20050618	810	577	2
610	0.99	20050712	810	503	1
611	0.99	20050728	810	425	1
612	5.99	20050820	810	428	1
613	0.99	20050707	810	534	2
614	2.99	20050731	810	182	2
615	0.99	20050823	810	107	1
616	3.99	20050728	810	222	2
617	3.99	20050823	810	186	2
618	0.99	20050802	308	103	2
619	3.99	20050817	308	54	1
620	3.99	20050526	308	576	1
621	2.99	20050618	308	222	1
622	6.99	20050706	308	4	2
623	2.99	20050729	308	205	2
624	0.99	20050820	308	238	2
625	0.99	20050619	308	575	1
626	0.99	20050707	308	593	2
627	3.99	20050730	308	287	1
628	0.99	20050817	308	44	1
629	0.99	20050528	308	417	1
630	0.99	20050618	308	206	2
631	3.99	20050712	308	220	1
632	0.99	20050730	308	397	2
633	4.99	20050822	308	129	1
634	2.99	20050616	872	356	2
635	5.99	20050712	872	139	1
636	4.99	20050728	872	590	1
637	2.99	20050820	872	524	1
638	2.99	20050529	872	223	1
639	3.99	20050615	872	584	2
640	6.99	20050709	872	262	1
641	6.99	20050729	872	50	2
642	2.99	20050820	872	261	2
643	6.99	20050526	872	372	2
644	2.99	20050615	872	364	2
645	2.99	20050706	872	166	1
646	5.99	20050729	872	191	2
647	3.99	20050822	872	415	1
648	2.99	20050728	872	377	1
649	2.99	20050822	872	5	1
650	2.99	20050620	438	349	1
651	2.99	20050711	438	166	1
652	2.99	20050802	438	580	2
653	2.99	20050817	438	549	1
654	2.99	20050526	438	363	1
655	2.99	20050619	438	184	1
656	3.99	20050706	438	531	2
657	2.99	20050731	438	248	2
658	2.99	20050817	438	362	2
659	3.99	20050707	438	97	1
660	5.99	20050801	438	409	1
661	2.99	20050819	438	205	1
662	3.99	20050727	438	219	2
663	5.99	20050817	438	28	2
664	3.99	20050731	438	121	1
665	2.99	20050819	438	260	2
666	2.99	20050529	438	518	1
667	5.99	20050615	438	91	2
668	5.99	20050706	438	366	1
669	2.99	20050731	438	467	1
670	2.99	20050817	438	138	2
671	2.99	20050709	438	523	1
672	2.99	20050802	438	226	1
673	2.99	20050817	438	48	1
674	5.99	20050710	811	289	1
675	4.99	20050730	811	315	2
676	4.99	20050823	811	212	1
677	4.99	20050618	811	298	1
678	4.99	20050712	811	321	1
679	4.99	20050726	811	302	2
680	7.99	20050821	811	593	1
681	4.99	20050711	811	488	2
682	5.99	20050729	811	262	1
683	5.99	20050823	811	374	2
684	5.99	20050731	811	31	1
685	8.99	20050818	811	165	2
686	7.99	20050618	811	357	2
687	8.99	20050710	811	530	1
688	8.99	20050802	811	77	1
689	4.99	20050820	811	368	1
690	6.99	20050619	749	103	1
691	4.99	20050712	749	2	1
692	4.99	20050801	749	527	1
693	4.99	20050821	749	243	1
694	4.99	20050619	749	354	2
695	4.99	20050709	749	183	2
696	5.99	20050728	749	557	1
697	4.99	20050820	749	355	2
698	8.99	20050707	749	582	2
699	7.99	20050731	749	453	1
700	4.99	20050817	749	218	2
701	7.99	20050619	749	89	1
702	7.99	20050706	749	273	1
703	4.99	20050802	749	83	1
704	4.99	20050819	749	347	1
705	4.99	20050527	749	137	2
706	4.99	20050620	749	214	1
707	4.99	20050711	749	442	2
708	4.99	20050802	749	25	1
709	8.99	20050820	749	466	1
710	8.99	20050619	749	146	2
711	5.99	20050707	749	119	1
712	4.99	20050802	749	150	1
713	6.99	20050820	749	539	1
714	9.99	20050526	578	523	2
715	6.99	20050618	578	280	2
716	4.99	20050712	578	137	1
717	4.99	20050731	578	554	2
718	5.99	20050821	578	498	2
719	10.99	20050618	578	541	1
720	9.99	20050706	578	557	1
721	5.99	20050728	578	497	1
722	9.99	20050820	578	43	2
723	4.99	20050728	578	39	1
724	9.99	20050817	578	487	1
725	4.99	20050531	509	446	2
726	5.99	20050621	509	568	2
727	6.99	20050712	509	370	2
728	4.99	20050802	509	517	1
729	4.99	20050822	509	343	2
730	7.99	20050711	509	251	1
731	4.99	20050731	509	566	1
732	4.99	20050820	509	314	2
733	6.99	20050525	131	53	1
734	4.99	20050621	131	458	2
735	7.99	20050707	131	411	1
736	8.99	20050729	131	13	1
737	9.99	20050821	131	195	2
738	4.99	20050531	131	434	2
739	9.99	20050619	131	548	2
740	9.99	20050706	131	234	2
741	5.99	20050727	131	477	2
742	9.99	20050817	131	537	2
743	5.99	20050526	131	433	2
744	9.99	20050620	131	325	2
745	8.99	20050708	131	248	2
746	8.99	20050728	131	429	2
747	10.99	20050819	131	43	2
748	4.99	20050621	131	472	2
749	8.99	20050712	131	485	1
750	9.99	20050728	131	145	2
751	9.99	20050823	131	439	2
752	2.99	20050619	812	110	1
753	2.99	20050709	812	375	1
754	2.99	20050729	812	504	2
755	2.99	20050817	812	274	1
756	3.99	20050730	812	131	1
757	5.99	20050823	812	93	2
758	2.99	20050709	812	455	2
759	2.99	20050727	812	405	2
760	2.99	20050819	812	256	2
761	2.99	20050618	812	332	1
762	2.99	20050710	812	230	2
763	3.99	20050729	812	504	1
764	3.99	20050823	812	529	2
765	5.99	20050615	812	410	2
766	3.99	20050708	812	176	1
767	2.99	20050728	812	448	1
768	2.99	20050817	812	471	2
769	4.99	20050621	812	118	2
770	2.99	20050707	812	509	2
771	4.99	20050729	812	352	1
772	2.99	20050817	812	36	2
773	2.99	20050729	439	197	1
774	5.99	20050821	439	558	1
775	2.99	20050712	439	18	2
776	6.99	20050730	439	267	1
777	6.99	20050823	439	406	1
778	2.99	20050709	439	68	1
779	7.99	20050729	439	62	2
780	2.99	20060214	439	587	2
781	2.99	20050528	439	292	2
782	2.99	20050619	439	520	2
783	6.99	20050708	439	594	2
784	7.99	20050731	439	584	1
785	2.99	20050823	439	245	1
786	4.99	20050707	439	318	2
787	6.99	20050727	439	481	2
788	3.99	20050821	439	277	1
789	6.99	20050528	698	172	1
790	2.99	20050617	698	84	2
791	2.99	20050712	698	570	1
792	2.99	20050727	698	352	1
793	3.99	20050822	698	270	2
794	3.99	20050615	698	423	2
795	6.99	20050708	698	424	2
796	2.99	20050727	698	349	2
797	6.99	20050818	698	25	1
798	2.99	20050617	698	504	2
799	6.99	20050712	698	126	1
800	5.99	20050801	698	232	2
801	2.99	20050821	698	239	2
802	3.99	20050615	698	418	2
803	3.99	20050709	698	125	2
804	2.99	20050802	698	40	1
805	2.99	20050819	698	319	1
806	2.99	20050619	698	63	2
807	2.99	20050708	698	22	1
808	4.99	20050731	698	99	2
809	2.99	20050823	698	131	1
810	6.99	20050801	698	82	1
811	3.99	20050817	698	90	2
812	0.99	20050712	510	520	2
813	0.99	20050729	510	367	2
814	0.99	20050822	510	294	2
815	0.99	20050528	510	235	1
816	0.99	20050618	510	553	1
817	2.99	20050707	510	486	2
818	1.99	20050801	510	419	2
819	0.99	20050822	510	586	2
820	3.99	20050616	440	344	2
821	2.99	20050712	440	214	1
822	2.99	20050801	440	248	1
823	3.99	20050823	440	324	1
824	2.99	20050710	440	385	1
825	2.99	20050727	440	44	2
826	2.99	20060214	440	596	2
827	0.99	20050621	699	212	1
828	0.99	20050712	699	9	2
829	2.99	20050728	699	69	1
830	2.99	20050821	699	87	1
831	0.99	20050617	699	397	1
832	3.99	20050712	699	209	2
833	2.99	20050727	699	419	2
834	0.99	20050820	699	371	2
835	0.99	20050525	699	153	2
836	1.99	20050615	699	396	1
837	0.99	20050708	699	75	2
838	4.99	20050802	699	529	1
839	1.99	20050819	699	455	2
840	2.99	20050616	699	446	1
841	0.99	20050706	699	243	1
842	0.99	20050801	699	300	1
843	0.99	20050823	699	82	2
844	0.99	20050526	699	476	1
845	0.99	20050618	699	230	2
846	0.99	20050708	699	21	2
847	4.99	20050730	699	96	1
848	0.99	20050819	699	583	1
849	2.99	20050529	813	36	1
850	2.99	20050615	813	262	2
851	3.99	20050709	813	211	2
852	3.99	20050802	813	369	1
853	4.99	20050818	813	455	1
854	2.99	20050617	813	14	1
855	3.99	20050712	813	445	2
856	5.99	20050727	813	106	1
857	2.99	20050823	813	548	2
858	2.99	20050615	813	327	2
859	3.99	20050710	813	202	1
860	2.99	20050801	813	53	2
861	4.99	20050820	813	74	1
862	5.99	20050529	813	424	2
863	2.99	20050621	813	345	1
864	3.99	20050709	813	257	1
865	2.99	20050731	813	443	2
866	2.99	20050823	813	332	1
867	2.99	20050530	813	284	1
868	2.99	20050615	813	23	2
869	2.99	20050709	813	260	2
870	3.99	20050802	813	197	2
871	2.99	20050711	813	8	2
872	5.99	20050802	813	128	1
873	5.99	20050817	813	351	1
874	4.99	20050621	5	72	1
875	2.99	20050708	5	28	1
